country,b_g_namespace,year,air_quality_network,air_quality_network_name,timezone,air_quality_station_eo_i_code,air_quality_station_nat_code,air_quality_station_name,sampling_point_id,air_pollutant,longitude,latitude,altitude,altitude_unit,air_quality_station_area,air_quality_station_type,operational_activity_begin,operational_activity_end,sample_id,inlet_height,inlet_height_unit,building_distance,building_distance_unit,kerb_distance,kerb_distance_unit,distance_source,distance_source_unit,main_emission_sources,heating_emissions,heating_emissions_unit,mobile,traffic_emissions,traffic_emissions_unit,industrial_emissions,industrial_emissions_unit,municipality,dispersion_local,dispersion_regional,distance_junction,distance_junction_unit,heavy_duty_fraction,height_facades,street_width,traffic_speed,traffic_volume,process_id,process_activity_begin,process_activity_end,measurement_type,measurement_method,other_measurement_method,measurement_equipment,other_measurement_equipment,sampling_method,other_sampling_method,analytical_technique,other_analytical_technique,equivalence_demonstrated,demonstration_report,detection_limit,detection_limit_unit,documentation,qa_report,duration,duration_unit,cadence,cadence_unit,source_data_url,imported,tfr
France,FR.LCSQA-INERIS.AQ,2022,NET-FR004A,AIRPARIF,UTC,FR04041,FR04041,Boulevard Haussmann,SPO-FR04041_20,C6H6,2.32972,48.87333,42,m,urban,traffic,29/12/2014 00:00:00,01/01/2017 00:00:00,SAM-FR04041_20,3,m,NA,m,NA,m,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,PARIS 9E ARRONDISSEMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_119,01/01/2015 00:00:00,01/01/2017 00:00:00,active,NA,NA,NA,NA,activeabsorbent,NA,GC-FID,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ug.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envyklpww/FR_2022_D_LCSQA-INERIS_20220808.xml,12/08/2022 14:00:07,1.78
France,FR.LCSQA-INERIS.AQ,2022,NET-FR004A,AIRPARIF,UTC,FR04041,FR04041,Boulevard Haussmann,SPO-FR04041_21,C6H5-CH3,2.32972,48.87333,42,m,urban,traffic,28/12/2015 00:00:00,01/01/2017 00:00:00,SAM-FR04041_21,3,m,NA,m,NA,m,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,PARIS 9E ARRONDISSEMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_119,28/12/2015 00:00:00,01/01/2017 00:00:00,active,NA,NA,NA,NA,activeabsorbent,NA,GC-FID,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ug.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envyklpww/FR_2022_D_LCSQA-INERIS_20220808.xml,12/08/2022 14:00:07,1.78
France,FR.LCSQA-INERIS.AQ,2022,NET-FR004A,AIRPARIF,UTC,FR04041,FR04041,Boulevard Haussmann,SPO-FR04041_431,C6H5-C2H5,2.32972,48.87333,42,m,urban,traffic,28/12/2015 00:00:00,01/01/2017 00:00:00,SAM-FR04041_431,3,m,NA,m,NA,m,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,PARIS 9E ARRONDISSEMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_119,28/12/2015 00:00:00,01/01/2017 00:00:00,active,NA,NA,NA,NA,activeabsorbent,NA,GC-FID,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ug.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envyklpww/FR_2022_D_LCSQA-INERIS_20220808.xml,12/08/2022 14:00:07,1.78
France,FR.LCSQA-INERIS.AQ,2022,NET-FR004A,AIRPARIF,UTC,FR04041,FR04041,Boulevard Haussmann,SPO-FR04041_464,"m,p-C6H4(CH3)2",2.32972,48.87333,42,m,urban,traffic,28/12/2015 00:00:00,01/01/2017 00:00:00,SAM-FR04041_464,3,m,NA,m,NA,m,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,PARIS 9E ARRONDISSEMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_119,28/12/2015 00:00:00,01/01/2017 00:00:00,active,NA,NA,NA,NA,activeabsorbent,NA,GC-FID,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ug.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envyklpww/FR_2022_D_LCSQA-INERIS_20220808.xml,12/08/2022 14:00:07,1.78
France,FR.LCSQA-INERIS.AQ,2022,NET-FR004A,AIRPARIF,UTC,FR04041,FR04041,Boulevard Haussmann,SPO-FR04041_482,o-C6H4-(CH3)2,2.32972,48.87333,42,m,urban,traffic,28/12/2015 00:00:00,01/01/2017 00:00:00,SAM-FR04041_482,3,m,NA,m,NA,m,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,PARIS 9E ARRONDISSEMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_119,28/12/2015 00:00:00,01/01/2017 00:00:00,active,NA,NA,NA,NA,activeabsorbent,NA,GC-FID,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ug.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envyklpww/FR_2022_D_LCSQA-INERIS_20220808.xml,12/08/2022 14:00:07,1.78
France,FR.LCSQA-INERIS.AQ,2021,NET-FR035A,AIR PAYS DE LA LOIRE,UTC,FR23003,FR23003,LA MEGRETAIS,SPO-FR23003_20,C6H6,-2.03924,47.3227,11,m,suburban,industrial,17/05/2021 00:00:00,NA,SAM-FR23003_20,6,m,NA,m,NA,NA,-999,m,NA,NA,NA,0,NA,NA,-999,t.year-1,DONGES,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_24,17/05/2021 00:00:01,NA,automatic,FID,NA,undetermined,NA,NA,NA,NA,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ug.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,15,minute,15,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envyayta/FR_2022_D_LCSQA-INERIS_20211201.xml,08/12/2021 13:01:29,1.83
France,FR.LCSQA-INERIS.AQ,2019,NET-FR035A,AIR PAYS DE LA LOIRE,UTC,FR23124,FR23124,LA TARDIERE,SPO-FR23124_20,C6H6,-0.74368,46.65668,100,m,rural-remote,background,01/01/2019 00:00:00,NA,SAM-FR23124_20,3,m,NA,m,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,LA TARDIÈRE,detached,valley-hilly,NA,NA,NA,NA,NA,NA,NA,SPP-FR_2570,01/01/2019 00:00:00,NA,passive,NA,NA,NA,NA,canister,NA,GC-FID,NA,no,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ug.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,day,6,day,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envxm98fq/FR_2020_D_LCSQA-INERIS_20200316.xml,07/04/2020 17:30:45,1.86
France,FR.LCSQA-INERIS.AQ,2022,NET-FR035A,AIR PAYS DE LA LOIRE,UTC,FR23251,FR23251,FRERES GONCOURT,SPO-FR23251_21,C6H5-CH3,-1.56481,47.20412,25,m,urban,traffic,01/01/2022 00:00:00,NA,SAM-FR23251_21,3,m,4,m,1,m,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NANTES,detached,plane,27,NA,-999,NA,NA,-999,19018,SPP-FR_28,01/01/2022 00:00:01,NA,automatic,FID,NA,undetermined,NA,NA,NA,NA,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ug.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,15,minute,15,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envy3usna/FR_2023_D_LCSQA-INERIS_20221122.xml,23/11/2022 13:18:49,1.78
France,FR.LCSQA-INERIS.AQ,2022,NET-FR035A,AIR PAYS DE LA LOIRE,UTC,FR23251,FR23251,FRERES GONCOURT,SPO-FR23251_431,C6H5-C2H5,-1.56481,47.20412,25,m,urban,traffic,01/01/2022 00:00:00,NA,SAM-FR23251_431,3,m,4,m,1,m,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NANTES,detached,plane,27,NA,-999,NA,NA,-999,19018,SPP-FR_28,01/01/2022 00:00:01,NA,automatic,FID,NA,undetermined,NA,NA,NA,NA,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ug.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,15,minute,15,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envy3usna/FR_2023_D_LCSQA-INERIS_20221122.xml,23/11/2022 13:18:49,1.78
France,FR.LCSQA-INERIS.AQ,2022,NET-FR035A,AIR PAYS DE LA LOIRE,UTC,FR23251,FR23251,FRERES GONCOURT,SPO-FR23251_464,"m,p-C6H4(CH3)2",-1.56481,47.20412,25,m,urban,traffic,01/01/2022 00:00:00,NA,SAM-FR23251_464,3,m,4,m,1,m,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NANTES,detached,plane,27,NA,-999,NA,NA,-999,19018,SPP-FR_28,01/01/2022 00:00:01,NA,automatic,FID,NA,undetermined,NA,NA,NA,NA,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ug.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,15,minute,15,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envy3usna/FR_2023_D_LCSQA-INERIS_20221122.xml,23/11/2022 13:18:49,1.78
France,FR.LCSQA-INERIS.AQ,2022,NET-FR035A,AIR PAYS DE LA LOIRE,UTC,FR23251,FR23251,FRERES GONCOURT,SPO-FR23251_482,o-C6H4-(CH3)2,-1.56481,47.20412,25,m,urban,traffic,01/01/2022 00:00:00,NA,SAM-FR23251_482,3,m,4,m,1,m,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NANTES,detached,plane,27,NA,-999,NA,NA,-999,19018,SPP-FR_28,01/01/2022 00:00:01,NA,automatic,FID,NA,undetermined,NA,NA,NA,NA,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ug.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,15,minute,15,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envy3usna/FR_2023_D_LCSQA-INERIS_20221122.xml,23/11/2022 13:18:49,1.78
France,FR.LCSQA-INERIS.AQ,2020,NET-FR058A,ATMO NOUVELLE-AQUITAINE,UTC,FR09105,FR09105,Roumazières trafic,SPO-FR09105_20,C6H6,0.58148,45.88618,217,m,urban,traffic,07/01/2013 00:00:00,15/12/2014 00:00:00,SAM-FR09105_20,3,m,NA,m,3,m,NA,NA,Industrial Processes,NA,NA,0,NA,NA,NA,NA,ROUMAZIERES-LOUBERT,detached,plane,150,NA,25,NA,NA,-999,10000,SPP-FR_119,07/01/2013 00:00:00,15/12/2014 00:00:00,active,NA,NA,NA,NA,activeabsorbent,NA,GC-FID,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ug.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2018,NET-FR058A,ATMO NOUVELLE-AQUITAINE,UTC,FR09202,FR09202,La Rochelle centre - rue St-Louis,SPO-FR09202_9,NOX as NO2,-1.146,46.159,10,m,urban,traffic,12/01/2016 00:00:00,16/02/2017 00:00:00,SAM-FR09202_9,3,m,NA,m,NA,m,NA,NA,Industrial Processes,NA,NA,0,NA,NA,NA,NA,LA ROCHELLE,NA,basin-hilly,-999,NA,-999,NA,NA,-999,-999,SPP-FR_19,12/01/2016 00:00:00,16/02/2017 00:00:00,automatic,chemi,NA,undetermined,NA,NA,NA,NA,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.8,ug.m-3,"limite de détection pour le NO2 et NOx as NO2, valeur consensuelle fixée à 2 nmol/mol",https://www.lcsqa.org/fr/guides-methodologiques,15,minute,15,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envxwaaeg/FR_2018_D_LCSQA-INERIS_20190828.xml,25/09/2019 15:04:14,1.87
France,FR.LCSQA-INERIS.AQ,2020,NET-FR058A,ATMO NOUVELLE-AQUITAINE,UTC,FR09207,FR09207,MARANS_D137,SPO-FR09207_20,C6H6,-0.99191,46.30962,260,m,urban,traffic,29/12/2014 00:00:00,30/12/2015 00:00:00,SAM-FR09207_20,3,m,NA,m,NA,m,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,MARANS,canyon,plane,90,NA,-999,10,6,-999,13318,SPP-FR_4877,29/12/2014 00:00:00,30/12/2015 00:00:00,passive,NA,NA,NA,NA,passiveadsorbent,NA,GC-MS,NA,no,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ug.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2020,NET-FR058A,ATMO NOUVELLE-AQUITAINE,UTC,FR09207,FR09207,MARANS_D137,SPO-FR09207_5029,BaP in PM10,-0.99191,46.30962,260,m,urban,traffic,29/12/2014 00:00:00,30/12/2015 00:00:00,SAM-FR09207_5029,3,m,NA,m,NA,m,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,MARANS,canyon,plane,90,NA,-999,10,6,-999,13318,SPP-FR_770,29/12/2014 00:00:00,30/12/2015 00:00:00,active,NA,NA,NA,NA,HVSauto30,NA,HPLC-FLD,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,day,6,day,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2018,NET-FR058A,ATMO NOUVELLE-AQUITAINE,UTC,FR09405,FR09405,JULIEN LARS,SPO-FR09405_9,NOX as NO2,0.50688,46.55874,314,m,rural-nearcity,traffic,09/02/2016 00:00:00,05/01/2017 00:00:00,SAM-FR09405_9,3,m,NA,m,1,m,NA,NA,Industrial Processes,NA,NA,1,NA,NA,NA,NA,SAINT-JULIEN-L'ARS,detached,plane,500,NA,-999,NA,NA,-999,-999,SPP-FR_19,09/02/2016 00:00:00,05/01/2017 00:00:00,automatic,chemi,NA,undetermined,NA,NA,NA,NA,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,3.8,ug.m-3,"limite de détection pour le NO2 et NOx as NO2, valeur consensuelle fixée à 2 nmol/mol",https://www.lcsqa.org/fr/guides-methodologiques,15,minute,15,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envxwaaeg/FR_2018_D_LCSQA-INERIS_20190828.xml,25/09/2019 15:04:14,1.87
France,FR.LCSQA-INERIS.AQ,2020,NET-FR058A,ATMO NOUVELLE-AQUITAINE,UTC,FR35004,FR35004,BRIVE - Dalton,SPO-FR35004_1,SO2,1.53722,45.15875,121,m,urban,background,21/01/1998 00:00:00,09/01/2016 00:00:00,SAM-FR35004_1,4,m,NA,m,NA,NA,NA,NA,Other,NA,NA,0,NA,NA,NA,NA,BRIVE-LA-GAILLARDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_22,21/01/1998 00:00:00,09/01/2016 00:00:00,automatic,UV-FL,NA,undetermined,NA,NA,NA,NA,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,5.3,ug.m-3,"limite de détection pour le SO2, valeur consensuelle fixée à 2 nmol/mol",https://www.lcsqa.org/fr/guides-methodologiques,15,minute,15,minute,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2019,NET-FR058A,ATMO NOUVELLE-AQUITAINE,UTC,FR35027,FR35027,LIMOGES - BERLAND,SPO-FR35027_5763,Dibenzo(ah)anthracene in PM10,1.25967,45.84222,437,m,urban,background,24/01/2019 00:00:00,NA,SAM-FR35027_5763,4,m,NA,m,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,LIMOGES,detached,plane,NA,NA,NA,NA,NA,NA,NA,SPP-FR_4871,24/01/2019 00:00:00,NA,active,NA,NA,NA,NA,LVSauto1,NA,HPLC-FLD,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,day,1,day,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envxm98fq/FR_2020_D_LCSQA-INERIS_20200316.xml,07/04/2020 17:30:45,1.86
France,FR.LCSQA-INERIS.AQ,2020,NET-FR060A,ATMO REUNION,UTC+04,FR38008,FR38008,Ecole JOINVILLE,SPO-FR38008_5029,BaP in PM10,55.45382,-20.88471,30,m,urban,background,13/05/2014 00:00:00,10/03/2015 00:00:00,SAM-FR38008_5029,3,m,NA,m,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,SAINT-DENIS,open,plane,NA,NA,NA,NA,NA,NA,NA,SPP-FR_4871,13/05/2014 00:00:00,10/03/2015 00:00:00,active,NA,NA,NA,NA,LVSauto1,NA,HPLC-FLD,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,day,1,day,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2020,NET-FR060A,ATMO REUNION,UTC+04,FR38009,FR38009,Ecole La Marine,SPO-FR38009_5029,BaP in PM10,55.61898,-20.91058,5,m,suburban,industrial,21/03/2015 00:00:00,01/01/2017 00:00:00,SAM-FR38009_5029,3,m,NA,m,NA,NA,0,m,NA,NA,NA,0,NA,NA,0,t/year,SAINTE-SUZANNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_4871,21/03/2015 00:00:00,01/01/2017 00:00:00,active,NA,NA,NA,NA,LVSauto1,NA,HPLC-FLD,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,day,1,day,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2020,NET-FR060A,ATMO REUNION,UTC+04,FR38009,FR38009,Ecole La Marine,SPO-FR38009_5419,Dibenzo(ah)anthracene in PM10,55.61898,-20.91058,5,m,suburban,industrial,22/12/2015 00:00:00,01/01/2017 00:00:00,SAM-FR38009_5419,3,m,NA,m,NA,NA,0,m,NA,NA,NA,0,NA,NA,0,t/year,SAINTE-SUZANNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_4871,22/12/2015 00:00:00,01/01/2017 00:00:00,active,NA,NA,NA,NA,LVSauto1,NA,HPLC-FLD,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,day,1,day,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2020,NET-FR060A,ATMO REUNION,UTC+04,FR38009,FR38009,Ecole La Marine,SPO-FR38009_5610,Benzo(a)anthracene in PM10,55.61898,-20.91058,5,m,suburban,industrial,13/12/2015 00:00:00,01/01/2017 00:00:00,SAM-FR38009_5610,3,m,NA,m,NA,NA,0,m,NA,NA,NA,0,NA,NA,0,t/year,SAINTE-SUZANNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_4871,13/12/2015 00:00:00,01/01/2017 00:00:00,active,NA,NA,NA,NA,LVSauto1,NA,HPLC-FLD,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,day,1,day,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2020,NET-FR060A,ATMO REUNION,UTC+04,FR38009,FR38009,Ecole La Marine,SPO-FR38009_5623,Benzo(ghi)perylene in PM10,55.61898,-20.91058,5,m,suburban,industrial,13/12/2015 00:00:00,01/01/2017 00:00:00,SAM-FR38009_5623,3,m,NA,m,NA,NA,0,m,NA,NA,NA,0,NA,NA,0,t/year,SAINTE-SUZANNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_4871,13/12/2015 00:00:00,01/01/2017 00:00:00,active,NA,NA,NA,NA,LVSauto1,NA,HPLC-FLD,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,day,1,day,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2020,NET-FR060A,ATMO REUNION,UTC+04,FR38010,FR38010,TITAN,SPO-FR38010_5029,BaP in PM10,55.2906,-20.94301,20,m,suburban,background,14/05/2014 00:00:00,06/02/2015 00:00:00,SAM-FR38010_5029,3,m,NA,m,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,LE PORT,detached,plane,NA,NA,NA,NA,NA,NA,NA,SPP-FR_4871,14/05/2014 00:00:00,06/02/2015 00:00:00,active,NA,NA,NA,NA,LVSauto1,NA,HPLC-FLD,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,day,1,day,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2020,NET-FR060A,ATMO REUNION,UTC+04,FR38020,FR38020,Plateau Caillou,SPO-FR38020_5012,Pb in PM10,55.27268,-21.00974,165,m,urban,background,12/07/2014 00:00:00,31/12/2014 00:00:00,SAM-FR38020_5012,3,m,NA,m,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,SAINT-PAUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_4870,12/07/2014 00:00:00,31/12/2014 00:00:00,active,NA,NA,NA,NA,LVSauto1,NA,ICP-MS,NA,yes,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2020,NET-FR060A,ATMO REUNION,UTC+04,FR38020,FR38020,Plateau Caillou,SPO-FR38020_5012,Pb in PM10,55.27268,-21.00974,165,m,urban,background,12/07/2014 00:00:00,31/12/2014 00:00:00,SAM-FR38020_5012,3,m,NA,m,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,SAINT-PAUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_6370,12/07/2014 00:00:00,31/12/2014 00:00:00,active,NA,NA,NA,NA,LVSauto1,NA,ICP-MS,NA,ref,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ug.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2020,NET-FR060A,ATMO REUNION,UTC+04,FR38020,FR38020,Plateau Caillou,SPO-FR38020_5014,Cd in PM10,55.27268,-21.00974,165,m,urban,background,12/07/2014 00:00:00,31/12/2014 00:00:00,SAM-FR38020_5014,3,m,NA,m,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,SAINT-PAUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_4870,12/07/2014 00:00:00,31/12/2014 00:00:00,active,NA,NA,NA,NA,LVSauto1,NA,ICP-MS,NA,yes,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2020,NET-FR060A,ATMO REUNION,UTC+04,FR38020,FR38020,Plateau Caillou,SPO-FR38020_5015,Ni in PM10,55.27268,-21.00974,165,m,urban,background,12/07/2014 00:00:00,31/12/2014 00:00:00,SAM-FR38020_5015,3,m,NA,m,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,SAINT-PAUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_4870,12/07/2014 00:00:00,31/12/2014 00:00:00,active,NA,NA,NA,NA,LVSauto1,NA,ICP-MS,NA,yes,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
France,FR.LCSQA-INERIS.AQ,2020,NET-FR060A,ATMO REUNION,UTC+04,FR38020,FR38020,Plateau Caillou,SPO-FR38020_5018,As in PM10,55.27268,-21.00974,165,m,urban,background,12/07/2014 00:00:00,31/12/2014 00:00:00,SAM-FR38020_5018,3,m,NA,m,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,SAINT-PAUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-FR_4870,12/07/2014 00:00:00,31/12/2014 00:00:00,active,NA,NA,NA,NA,LVSauto1,NA,ICP-MS,NA,yes,https://www.lcsqa.org/fr/conformite-technique-appareils-mesure,-999,ng.m-3,NA,https://www.lcsqa.org/fr/guides-methodologiques,1,week,1,week,http://cdr.eionet.europa.eu/fr/eu/aqd/d/envx9ejnq/FR_2020_D_LCSQA-INERIS_20201214-2.xml,16/12/2020 13:00:10,1.82
