country,b_g_namespace,year,air_quality_network,air_quality_network_name,timezone,air_quality_station_eo_i_code,air_quality_station_nat_code,air_quality_station_name,sampling_point_id,air_pollutant,longitude,latitude,altitude,altitude_unit,air_quality_station_area,air_quality_station_type,operational_activity_begin,operational_activity_end,sample_id,inlet_height,inlet_height_unit,building_distance,building_distance_unit,kerb_distance,kerb_distance_unit,distance_source,distance_source_unit,main_emission_sources,heating_emissions,heating_emissions_unit,mobile,traffic_emissions,traffic_emissions_unit,industrial_emissions,industrial_emissions_unit,municipality,dispersion_local,dispersion_regional,distance_junction,distance_junction_unit,heavy_duty_fraction,height_facades,street_width,traffic_speed,traffic_volume,process_id,process_activity_begin,process_activity_end,measurement_type,measurement_method,other_measurement_method,measurement_equipment,other_measurement_equipment,sampling_method,other_sampling_method,analytical_technique,other_analytical_technique,equivalence_demonstrated,demonstration_report,detection_limit,detection_limit_unit,documentation,qa_report,duration,duration_unit,cadence,cadence_unit,source_data_url,imported,tfr
Netherlands,NL.RIVM.AQ,2022,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00441,441,Dordrecht-Frisostraat,SPO-NL00441_00038_111,NO,4.67018,51.80439,3,m,urban,background,02/10/1992 00:00:00,16/11/2010 00:00:00,SPO_F-NL00441_00038_111_112,4,m,0,m,0,m,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Dordrecht,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_A_chemi_API200E,26/02/2007 00:00:00,16/11/2010 00:00:00,automatic,chemi,NA,API200E,NA,NA,NA,NA,NA,ref,NA,0,ug.m-3,EN ISO/IEC 17025:2017 Registration number: L 224,https://www.rva.nl/alle-geaccrediteerden/,1,hour,10,second,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envzujz7w/REP_D-NL_RIVM_20231031_D5_GELUK-001.xml,05/09/2024 04:09:25,1.49
Netherlands,NL.RIVM.AQ,2022,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00441,441,Dordrecht-Frisostraat,SPO-NL00441_00038_111,NO,4.67018,51.80439,3,m,urban,background,02/10/1992 00:00:00,16/11/2010 00:00:00,SPO_F-NL00441_00038_111_111,4,m,0,m,0,m,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Dordrecht,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_A_chemi_thermo42w,02/10/1992 00:00:00,26/02/2007 00:00:00,automatic,chemi,NA,thermo42w,NA,NA,NA,NA,NA,ref,NA,0,ug.m-3,NA,http://www.rivm.nl/lucht/,1,hour,10,second,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envzujz7w/REP_D-NL_RIVM_20231031_D5_GELUK-001.xml,05/09/2024 04:09:25,1.49
Netherlands,NL.RIVM.AQ,2022,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00444,444,De Zilk-Vogelaarsdreef,SPO-NL00444_00006_100,BS,4.51082,52.29656,4,m,rural,background,20/04/1994 00:00:00,13/12/2000 00:00:00,SPO_F-NL00444_00006_100_100,4,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,De Zilk,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_N_reflecto_OECD,20/04/1994 00:00:00,13/12/2000 00:00:00,active,NA,NA,NA,NA,NA,NA,reflecto,NA,ref,NA,0,ug.m-3,NA,http://www.rivm.nl/lucht/,1,day,1,day,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envzujz7w/REP_D-NL_RIVM_20231031_D5_GELUK-001.xml,05/09/2024 04:09:25,1.49
Netherlands,NL.RIVM.AQ,2022,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00444,444,De Zilk-Vogelaarsdreef,SPO-NL00444_00037_100,S-DEP,4.51082,52.29656,4,m,rural,background,20/04/1994 00:00:00,04/01/2006 00:00:00,SPO_F-NL00444_00037_100_100,2,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,De Zilk,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_N_IC_vanessenWO-sampler,20/04/1994 00:00:00,04/01/2006 00:00:00,active,NA,NA,NA,NA,deposition-wet,NA,IC,NA,ref,NA,0,mg.l-1,NA,http://www.rivm.nl/lucht/,4,week,2,week,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envzujz7w/REP_D-NL_RIVM_20231031_D5_GELUK-001.xml,05/09/2024 04:09:25,1.49
Netherlands,NL.RIVM.AQ,2019,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00444,444,De Zilk-Vogelaarsdreef,SPO-NL00444_00045_101,NH4,4.51029,52.29806,4,m,rural,background,01/01/2009 00:00:00,NA,SPO_F-NL00444_00045_101_101,3,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,De Zilk,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_N_CFA_leckelSEQ47-50,01/01/2009 00:00:00,NA,active,NA,NA,NA,NA,LVSauto2.3,NA,CFA,NA,ref,NA,0,ug.m-3,EN ISO/IEC 17025:2017 Registration number: L 224,https://www.rva.nl/alle-geaccrediteerden/,1,day,1,day,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envx091uq/REP_D-NL_RIVM_20200909_D5_GELUK-RS_v3.xml,10/09/2020 14:00:38,1.57
Netherlands,NL.RIVM.AQ,2019,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00444,444,De Zilk-Vogelaarsdreef,SPO-NL00444_00046_101,NO3,4.51029,52.29806,4,m,rural,background,01/01/2009 00:00:00,NA,SPO_F-NL00444_00046_101_101,3,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,De Zilk,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_N_IC_leckelSEQ47-50,01/01/2009 00:00:00,NA,active,NA,NA,NA,NA,LVSauto2.3,NA,IC,NA,ref,NA,0,ug.m-3,NA,http://www.rivm.nl/lucht/,1,day,1,day,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envx091uq/REP_D-NL_RIVM_20200909_D5_GELUK-RS_v3.xml,10/09/2020 14:00:38,1.57
Netherlands,NL.RIVM.AQ,2019,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00444,444,De Zilk-Vogelaarsdreef,SPO-NL00444_00047_101,SO4 (H2SO4 aerosols) (SO4--),4.51029,52.29806,4,m,rural,background,01/01/2009 00:00:00,NA,SPO_F-NL00444_00047_101_101,3,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,De Zilk,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_N_IC_leckelSEQ47-50,01/01/2009 00:00:00,NA,active,NA,NA,NA,NA,LVSauto2.3,NA,IC,NA,ref,NA,0,ug.m-3,NA,http://www.rivm.nl/lucht/,1,day,1,day,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envx091uq/REP_D-NL_RIVM_20200909_D5_GELUK-RS_v3.xml,10/09/2020 14:00:38,1.57
Netherlands,NL.RIVM.AQ,2019,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00444,444,De Zilk-Vogelaarsdreef,SPO-NL00444_00622_100,Benzo(ghi)perylene,4.51029,52.29806,4,m,rural,background,01/01/2011 00:00:00,NA,SPO_F-NL00444_00622_100_100,3,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,De Zilk,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_N_GC-MS_leckelSEQ47-50,01/01/2011 00:00:00,NA,active,NA,NA,NA,NA,LVSauto2.3,NA,GC-MS,NA,ref,NA,0,ng.m-3,NA,http://www.rivm.nl/lucht/,1,day,1,day,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envx091uq/REP_D-NL_RIVM_20200909_D5_GELUK-RS_v3.xml,10/09/2020 14:00:38,1.57
Netherlands,NL.RIVM.AQ,2019,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00444,444,De Zilk-Vogelaarsdreef,SPO-NL00444_00631_101,Cl-,4.51029,52.29806,4,m,rural,background,01/01/2009 00:00:00,NA,SPO_F-NL00444_00631_101_101,3,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,De Zilk,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_N_IC_leckelSEQ47-50,01/01/2009 00:00:00,NA,active,NA,NA,NA,NA,LVSauto2.3,NA,IC,NA,ref,NA,0,ug.m-3,NA,http://www.rivm.nl/lucht/,1,day,1,day,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envx091uq/REP_D-NL_RIVM_20200909_D5_GELUK-RS_v3.xml,10/09/2020 14:00:38,1.57
Netherlands,NL.RIVM.AQ,2022,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00444,444,De Zilk-Vogelaarsdreef,SPO-NL00444_00728_100,Vanadium,4.51082,52.29656,4,m,rural,background,01/01/2008 00:00:00,NA,SPO_F-NL00444_00728_100_100,2,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,De Zilk,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_N_ICP-MS_eigenbrodtNSA181KHT,01/01/2008 00:00:00,NA,active,NA,NA,NA,NA,deposition-wet,NA,ICP-MS,NA,ref,NA,0,ug.l-1,NA,http://www.rivm.nl/lucht/,1,week,1,week,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envzujz7w/REP_D-NL_RIVM_20231031_D5_GELUK-001.xml,05/09/2024 04:09:25,1.49
Netherlands,NL.RIVM.AQ,2022,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00444,444,De Zilk-Vogelaarsdreef,SPO-NL00444_02012_100,Pb,4.51082,52.29656,4,m,rural,background,01/01/2008 00:00:00,NA,SPO_F-NL00444_02012_100_100,2,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,De Zilk,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_N_ICP-MS_eigenbrodtNSA181KHT,01/01/2008 00:00:00,NA,active,NA,NA,NA,NA,deposition-wet,NA,ICP-MS,NA,ref,NA,0,ug.l-1,NA,http://www.rivm.nl/lucht/,1,week,1,week,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envzujz7w/REP_D-NL_RIVM_20231031_D5_GELUK-001.xml,05/09/2024 04:09:25,1.49
Netherlands,NL.RIVM.AQ,2022,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00444,444,De Zilk-Vogelaarsdreef,SPO-NL00444_02014_100,Cd,4.51082,52.29656,4,m,rural,background,01/01/2008 00:00:00,NA,SPO_F-NL00444_02014_100_100,2,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,De Zilk,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_N_ICP-MS_eigenbrodtNSA181KHT,01/01/2008 00:00:00,NA,active,NA,NA,NA,NA,deposition-wet,NA,ICP-MS,NA,ref,NA,0,ug.l-1,NA,http://www.rivm.nl/lucht/,1,week,1,week,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envzujz7w/REP_D-NL_RIVM_20231031_D5_GELUK-001.xml,05/09/2024 04:09:25,1.49
Netherlands,NL.RIVM.AQ,2022,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00444,444,De Zilk-Vogelaarsdreef,SPO-NL00444_02015_100,Ni,4.51082,52.29656,4,m,rural,background,01/01/2008 00:00:00,NA,SPO_F-NL00444_02015_100_100,2,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,De Zilk,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_N_ICP-MS_eigenbrodtNSA181KHT,01/01/2008 00:00:00,NA,active,NA,NA,NA,NA,deposition-wet,NA,ICP-MS,NA,ref,NA,0,ug.l-1,NA,http://www.rivm.nl/lucht/,1,week,1,week,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envzujz7w/REP_D-NL_RIVM_20231031_D5_GELUK-001.xml,05/09/2024 04:09:25,1.49
Netherlands,NL.RIVM.AQ,2022,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00444,444,De Zilk-Vogelaarsdreef,SPO-NL00444_02016_100,Cr,4.51082,52.29656,4,m,rural,background,01/01/2008 00:00:00,NA,SPO_F-NL00444_02016_100_100,2,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,De Zilk,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_N_ICP-MS_eigenbrodtNSA181KHT,01/01/2008 00:00:00,NA,active,NA,NA,NA,NA,deposition-wet,NA,ICP-MS,NA,ref,NA,0,ug.l-1,NA,http://www.rivm.nl/lucht/,1,week,1,week,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envzujz7w/REP_D-NL_RIVM_20231031_D5_GELUK-001.xml,05/09/2024 04:09:25,1.49
Netherlands,NL.RIVM.AQ,2022,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00444,444,De Zilk-Vogelaarsdreef,SPO-NL00444_02018_100,As,4.51082,52.29656,4,m,rural,background,01/01/2008 00:00:00,NA,SPO_F-NL00444_02018_100_100,2,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,De Zilk,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_N_ICP-MS_eigenbrodtNSA181KHT,01/01/2008 00:00:00,NA,active,NA,NA,NA,NA,deposition-wet,NA,ICP-MS,NA,ref,NA,0,ug.l-1,NA,http://www.rivm.nl/lucht/,1,week,1,week,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envzujz7w/REP_D-NL_RIVM_20231031_D5_GELUK-001.xml,05/09/2024 04:09:25,1.49
Netherlands,NL.RIVM.AQ,2022,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00444,444,De Zilk-Vogelaarsdreef,SPO-NL00444_02063_100,Zn,4.51082,52.29656,4,m,rural,background,01/01/2008 00:00:00,NA,SPO_F-NL00444_02063_100_100,2,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,De Zilk,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_N_ICP-MS_eigenbrodtNSA181KHT,01/01/2008 00:00:00,NA,active,NA,NA,NA,NA,deposition-wet,NA,ICP-MS,NA,ref,NA,0,ug.l-1,NA,http://www.rivm.nl/lucht/,1,week,1,week,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envzujz7w/REP_D-NL_RIVM_20231031_D5_GELUK-001.xml,05/09/2024 04:09:25,1.49
Netherlands,NL.RIVM.AQ,2022,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00444,444,De Zilk-Vogelaarsdreef,SPO-NL00444_02064_100,Co,4.51082,52.29656,4,m,rural,background,01/01/2008 00:00:00,NA,SPO_F-NL00444_02064_100_100,2,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,De Zilk,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_N_ICP-MS_eigenbrodtNSA181KHT,01/01/2008 00:00:00,NA,active,NA,NA,NA,NA,deposition-wet,NA,ICP-MS,NA,ref,NA,0,ug.l-1,NA,http://www.rivm.nl/lucht/,1,week,1,week,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envzujz7w/REP_D-NL_RIVM_20231031_D5_GELUK-001.xml,05/09/2024 04:09:25,1.49
Netherlands,NL.RIVM.AQ,2022,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00444,444,De Zilk-Vogelaarsdreef,SPO-NL00444_02065_100,Fe,4.51082,52.29656,4,m,rural,background,01/01/2008 00:00:00,NA,SPO_F-NL00444_02065_100_100,2,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,De Zilk,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_N_ICP-MS_eigenbrodtNSA181KHT,01/01/2008 00:00:00,NA,active,NA,NA,NA,NA,deposition-wet,NA,ICP-MS,NA,ref,NA,0,ug.l-1,NA,http://www.rivm.nl/lucht/,1,week,1,week,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envzujz7w/REP_D-NL_RIVM_20231031_D5_GELUK-001.xml,05/09/2024 04:09:25,1.49
Netherlands,NL.RIVM.AQ,2022,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00444,444,De Zilk-Vogelaarsdreef,SPO-NL00444_02073_100,Cu,4.51082,52.29656,4,m,rural,background,01/01/2008 00:00:00,NA,SPO_F-NL00444_02073_100_100,2,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,De Zilk,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_N_ICP-MS_eigenbrodtNSA181KHT,01/01/2008 00:00:00,NA,active,NA,NA,NA,NA,deposition-wet,NA,ICP-MS,NA,ref,NA,0,ug.l-1,NA,http://www.rivm.nl/lucht/,1,week,1,week,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envzujz7w/REP_D-NL_RIVM_20231031_D5_GELUK-001.xml,05/09/2024 04:09:25,1.49
Netherlands,NL.RIVM.AQ,2019,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00444,444,De Zilk-Vogelaarsdreef,SPO-NL00444_04406_100,Chrysene,4.51029,52.29806,4,m,rural,background,01/01/2011 00:00:00,NA,SPO_F-NL00444_04406_100_100,3,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,De Zilk,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_N_GC-MS_leckelSEQ47-50,01/01/2011 00:00:00,NA,active,NA,NA,NA,NA,LVSauto2.3,NA,GC-MS,NA,ref,NA,0,ng.m-3,NA,http://www.rivm.nl/lucht/,1,day,1,day,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envx091uq/REP_D-NL_RIVM_20200909_D5_GELUK-RS_v3.xml,10/09/2020 14:00:38,1.57
Netherlands,NL.RIVM.AQ,2022,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00446,446,Den Haag-Bleriotlaan,SPO-NL00446_00005_301,PM10,4.35938,52.03902,0,m,urban,background,01/08/2006 00:00:00,01/01/2013 00:00:00,SPO_F-NL00446_00005_301_301,3,m,0,m,0,m,NA,NA,Other sectors,NA,NA,0,NA,NA,NA,NA,Den Haag,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_A_BETA_andersenFH62IR,01/08/2006 00:00:00,01/01/2013 00:00:00,automatic,BETA,NA,andersenFH62IR,NA,NA,NA,NA,NA,ref,NA,0,ug.m-3,EN ISO/IEC 17025:2017 Registration number: L 224,https://www.rva.nl/alle-geaccrediteerden/,1,hour,10,second,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envzujz7w/REP_D-NL_RIVM_20231031_D5_GELUK-001.xml,05/09/2024 04:09:25,1.49
Netherlands,NL.RIVM.AQ,2022,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00448,448,Rotterdam-Bentinckplein,SPO-NL00448_00005_301,PM10,4.46134,51.92711,2,m,urban,traffic,01/01/2008 00:00:00,01/01/2013 00:00:00,SPO_F-NL00448_00005_301_301,3,m,15,m,1,m,NA,NA,Other sectors,NA,NA,0,NA,NA,NA,NA,Rotterdam,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_A_BETA_andersenFH62IR,01/01/2008 00:00:00,01/01/2013 00:00:00,automatic,BETA,NA,andersenFH62IR,NA,NA,NA,NA,NA,ref,NA,0,ug.m-3,EN ISO/IEC 17025:2017 Registration number: L 224,https://www.rva.nl/alle-geaccrediteerden/,1,hour,10,second,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envzujz7w/REP_D-NL_RIVM_20231031_D5_GELUK-001.xml,05/09/2024 04:09:25,1.49
Netherlands,NL.RIVM.AQ,2019,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00448,448,Rotterdam-Bentinckplein,SPO-NL00448_00622_100,Benzo(ghi)perylene,4.46168,51.92694,2,m,urban,traffic,01/01/2011 00:00:00,31/12/2013 00:00:00,SPO_F-NL00448_00622_100_100,3,m,15,m,1,m,NA,NA,Other sectors,NA,NA,0,NA,NA,NA,NA,Rotterdam,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_N_GC-MS_leckelSEQ47-50,01/01/2011 00:00:00,31/12/2013 00:00:00,active,NA,NA,NA,NA,LVSauto2.3,NA,GC-MS,NA,ref,NA,0,ng.m-3,NA,http://www.rivm.nl/lucht/,1,day,1,day,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envx091uq/REP_D-NL_RIVM_20200909_D5_GELUK-RS_v3.xml,10/09/2020 14:00:38,1.57
Netherlands,NL.RIVM.AQ,2019,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00448,448,Rotterdam-Bentinckplein,SPO-NL00448_04406_100,Chrysene,4.46168,51.92694,2,m,urban,traffic,01/01/2011 00:00:00,31/12/2013 00:00:00,SPO_F-NL00448_04406_100_100,3,m,15,m,1,m,NA,NA,Other sectors,NA,NA,0,NA,NA,NA,NA,Rotterdam,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_N_GC-MS_leckelSEQ47-50,01/01/2011 00:00:00,31/12/2013 00:00:00,active,NA,NA,NA,NA,LVSauto2.3,NA,GC-MS,NA,ref,NA,0,ng.m-3,NA,http://www.rivm.nl/lucht/,1,day,1,day,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envx091uq/REP_D-NL_RIVM_20200909_D5_GELUK-RS_v3.xml,10/09/2020 14:00:38,1.57
Netherlands,NL.RIVM.AQ,2022,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00518,518,Amsterdam-Cabeliaustraat,SPO-NL00518_00001_120,SO2,4.80322,52.38376,6,m,urban,background,01/04/1986 00:00:00,09/09/2004 00:00:00,SPO_F-NL00518_00001_120_120,4,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Amsterdam,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_A_UV-FL_thermo43w,01/04/1986 00:00:00,09/09/2004 00:00:00,automatic,UV-FL,NA,thermo43w,NA,NA,NA,NA,NA,ref,NA,0,ug.m-3,EN ISO/IEC 17025:2017 Registration number: L 224,https://www.rva.nl/alle-geaccrediteerden/,1,hour,10,second,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envzujz7w/REP_D-NL_RIVM_20231031_D5_GELUK-001.xml,05/09/2024 04:09:25,1.49
Netherlands,NL.RIVM.AQ,2022,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00518,518,Amsterdam-Cabeliaustraat,SPO-NL00518_00008_101,NO2,4.80322,52.38376,6,m,urban,background,02/10/1992 00:00:00,09/09/2004 00:00:00,SPO_F-NL00518_00008_101_101,4,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Amsterdam,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_A_chemi_thermo42w,02/10/1992 00:00:00,09/09/2004 00:00:00,automatic,chemi,NA,thermo42w,NA,NA,NA,NA,NA,ref,NA,0,ug.m-3,NA,http://www.rivm.nl/lucht/,1,hour,10,second,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envzujz7w/REP_D-NL_RIVM_20231031_D5_GELUK-001.xml,05/09/2024 04:09:25,1.49
Netherlands,NL.RIVM.AQ,2022,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00518,518,Amsterdam-Cabeliaustraat,SPO-NL00518_00010_101,CO,4.80322,52.38376,6,m,urban,background,01/10/1992 00:00:00,09/09/2004 00:00:00,SPO_F-NL00518_00010_101_101,4,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Amsterdam,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_A_NDIR_thermo48w,01/10/1992 00:00:00,09/09/2004 00:00:00,automatic,NDIR,NA,thermo48w,NA,NA,NA,NA,NA,ref,NA,0,mg.m-3,NA,http://www.rivm.nl/lucht/,1,hour,10,second,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envzujz7w/REP_D-NL_RIVM_20231031_D5_GELUK-001.xml,05/09/2024 04:09:25,1.49
Netherlands,NL.RIVM.AQ,2022,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00520,520,Amsterdam-Florapark,SPO-NL00520_00001_121,SO2,4.91729,52.39093,9,m,urban,background,20/06/1986 00:00:00,01/02/2005 00:00:00,SPO_F-NL00520_00001_121_121,4,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Amsterdam,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_A_UV-FL_thermo43w,20/06/1986 00:00:00,01/02/2005 00:00:00,automatic,UV-FL,NA,thermo43w,NA,NA,NA,NA,NA,ref,NA,0,ug.m-3,EN ISO/IEC 17025:2017 Registration number: L 224,https://www.rva.nl/alle-geaccrediteerden/,1,hour,10,second,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envzujz7w/REP_D-NL_RIVM_20231031_D5_GELUK-001.xml,05/09/2024 04:09:25,1.49
Netherlands,NL.RIVM.AQ,2022,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00520,520,Amsterdam-Florapark,SPO-NL00520_00007_111,O3,4.91729,52.39093,9,m,urban,background,17/01/1991 00:00:00,01/01/2013 00:00:00,SPO_F-NL00520_00007_111_112,4,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Amsterdam,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_A_UV-P_thermo49i,24/03/2011 00:00:00,01/01/2013 00:00:00,automatic,UV-P,NA,thermo49i,NA,NA,NA,NA,NA,ref,NA,0,ug.m-3,EN ISO/IEC 17025:2017 Registration number: L 224,https://www.rva.nl/alle-geaccrediteerden/,1,hour,10,second,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envzujz7w/REP_D-NL_RIVM_20231031_D5_GELUK-001.xml,05/09/2024 04:09:25,1.49
Netherlands,NL.RIVM.AQ,2022,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,UTC+01,NL00520,520,Amsterdam-Florapark,SPO-NL00520_00007_111,O3,4.91729,52.39093,9,m,urban,background,17/01/1991 00:00:00,01/01/2013 00:00:00,SPO_F-NL00520_00007_111_111,4,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Amsterdam,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP-NL_A_UV-P_thermo49w,17/01/1991 00:00:00,24/03/2011 00:00:00,automatic,UV-P,NA,thermo49w,NA,NA,NA,NA,NA,ref,NA,0,ug.m-3,EN ISO/IEC 17025:2017 Registration number: L 224,https://www.rva.nl/alle-geaccrediteerden/,1,hour,10,second,http://cdr.eionet.europa.eu/nl/eu/aqd/d/envzujz7w/REP_D-NL_RIVM_20231031_D5_GELUK-001.xml,05/09/2024 04:09:25,1.49
